mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
97.23910298347474,1.37776614068497,9.837051105499267,0.24098592685705753,1,linear,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.9079047619047619,0.9084285714285715,0.9079761904761905,0.9077857142857143,0.9090952380952381,0.9082380952380952,0.00048069299936360604,1
411.61189765930175,1.8926716181299157,7.124631929397583,0.09939849689891304,10,linear,"{'clf__C': 10, 'clf__kernel': 'linear'}",0.8981428571428571,0.8975,0.8992142857142857,0.8972380952380953,0.8983809523809524,0.8980952380952381,0.0006964438337766016,2
54.57840299606323,0.5820524370651047,15.458735275268555,0.03520973005027363,0.1,linear,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.891547619047619,0.8917380952380952,0.8907142857142857,0.8915952380952381,0.8933571428571428,0.8917904761904761,0.0008616811075251507,3
406.83044958114624,3.2705644174607262,6.277480268478394,0.05954812528077304,100,linear,"{'clf__C': 100, 'clf__kernel': 'linear'}",0.8758571428571429,0.8758333333333334,0.877452380952381,0.8760714285714286,0.8780714285714286,0.876657142857143,0.0009267503510395533,4
